Incident Datetime;Incident Date;Incident Time;Incident Day of Week;Report Datetime;Incident Category;Resolution;Police District ;Analysis Neighborhood;Latitude;Longitude
23/03/2023 16:30;23/03/2023;16:30;Thursday;23/03/2023 22:09;Larceny Theft;Open or Active;Park;Haight Ashbury;37.76580002791046;-122.44995813260148
20/03/2023 04:30;20/03/2023;04:30;Monday;20/03/2023 17:43;Malicious Mischief;Open or Active;Park;Haight Ashbury;37.769750784511274;-122.43620418079145
20/03/2023 14:00;20/03/2023;14:00;Monday;21/03/2023 14:33;Larceny Theft;Open or Active;Park;Haight Ashbury;37.76742587486589;-122.44473154106748
20/03/2023 11:44;20/03/2023;11:44;Monday;20/03/2023 12:58;Larceny Theft;Open or Active;Park;Haight Ashbury;37.77000760474354;-122.44693382058489
23/03/2023 04:00;23/03/2023;04:00;Thursday;23/03/2023 07:55;Larceny Theft;Open or Active;Park;Haight Ashbury;37.769178368249044;-122.43357220915092
21/03/2023 23:50;21/03/2023;23:50;Tuesday;24/03/2023 18:21;Larceny Theft;Open or Active;Park;Haight Ashbury;37.76979784988983;-122.44857881825685
11/03/2023 11:05;11/03/2023;11:05;Saturday;21/03/2023 12:42;Larceny Theft;Open or Active;Park;Haight Ashbury;37.77000760474354;-122.44693382058489
27/03/2023 11:42;27/03/2023;11:42;Monday;27/03/2023 11:42;Motor Vehicle Theft;Cite or Arrest Adult;Park;Haight Ashbury;37.76859272659574;-122.45052179615425
01/10/2023 20:50;01/10/2023;20:50;Sunday;01/10/2023 20:52;Other Miscellaneous;Open or Active;Park;Haight Ashbury;37.77271287298692;-122.44073514852575
03/05/2024 03:30;03/05/2024;03:30;Friday;03/05/2024 19:35;Missing Person;Open or Active;Park;Haight Ashbury;37.77157211303711;-122.44218444824219
27/03/2023 17:00;27/03/2023;17:00;Monday;28/03/2023 09:27;Motor Vehicle Theft;Open or Active;Park;Haight Ashbury;37.76886462793857;-122.44838968682683
27/03/2023 15:30;27/03/2023;15:30;Monday;27/03/2023 17:10;Malicious Mischief;Open or Active;Park;Haight Ashbury;37.769588944019304;-122.45021697673306
02/05/2024 22:53;02/05/2024;22:53;Thursday;02/05/2024 22:53;Non-Criminal;Open or Active;Park;Haight Ashbury;37.769798278808594;-122.44857788085938
01/10/2023 22:52;01/10/2023;22:52;Sunday;01/10/2023 22:52;Robbery;Open or Active;Park;Haight Ashbury;37.771358111902316;-122.44383614984872
01/09/2023 09:00;01/09/2023;09:00;Friday;02/10/2023 13:00;Fraud;Open or Active;Park;Haight Ashbury;37.76886462793857;-122.44838968682683
02/10/2023 12:00;02/10/2023;12:00;Monday;02/10/2023 14:06;Larceny Theft;Open or Active;Park;Haight Ashbury;37.770426369755086;-122.44364908724367
13/09/2023 00:36;13/09/2023;00:36;Wednesday;14/09/2023 17:35;Assault;Open or Active;Park;Haight Ashbury;37.76580002791046;-122.44995813260148
02/10/2023 19:55;02/10/2023;19:55;Monday;02/10/2023 20:59;Non-Criminal;Open or Active;Park;Haight Ashbury;37.76905845294093;-122.43579421432649
13/09/2023 00:36;13/09/2023;00:36;Wednesday;14/09/2023 17:35;Malicious Mischief;Open or Active;Park;Haight Ashbury;37.76580002791046;-122.44995813260148
13/09/2023 00:36;13/09/2023;00:36;Wednesday;14/09/2023 17:35;Disorderly Conduct;Open or Active;Park;Haight Ashbury;37.76580002791046;-122.44995813260148
02/10/2023 12:00;02/10/2023;12:00;Monday;02/10/2023 14:23;Larceny Theft;Open or Active;Park;Haight Ashbury;37.769526043647296;-122.45071018189665
10/07/2023 16:07;10/07/2023;16:07;Monday;10/07/2023 17:17;Recovered Vehicle;Open or Active;Park;Haight Ashbury;37.771358111902316;-122.44383614984872
22/07/2021 23:04;22/07/2021;23:04;Thursday;22/07/2021 23:23;Suspicious Occ;Open or Active;Park;Hayes Valley;37.77086854458143;-122.42513550957302
22/05/2022 21:11;22/05/2022;21:11;Sunday;22/05/2022 21:19;Assault;Open or Active;Northern;Hayes Valley;37.7758343406229;-122.43119861059851
17/01/2022 06:53;17/01/2022;06:53;Monday;17/01/2022 06:53;Other Miscellaneous;Cite or Arrest Adult;Park;Hayes Valley;37.77086854458143;-122.42513550957302
24/07/2022 10:30;24/07/2022;10:30;Sunday;24/07/2022 10:55;Assault;Open or Active;Northern;Hayes Valley;37.77397251992769;-122.43082471432069
01/05/2024 23:33;01/05/2024;23:33;Wednesday;02/05/2024 00:36;Miscellaneous Investigation;Open or Active;Northern;Hayes Valley;37.77511215209961;-122.42936706542969
28/09/2023 15:00;28/09/2023;15:00;Thursday;29/09/2023 17:20;Recovered Vehicle;Open or Active;Northern;Hayes Valley;37.77717811601768;-122.42810097799503
04/03/2023 03:01;04/03/2023;03:01;Saturday;05/03/2023 17:03;Lost Property;Open or Active;Mission;Hayes Valley;37.7706601742933;-122.42678076677441
20/11/2022 09:00;20/11/2022;09:00;Sunday;30/11/2022 17:19;Larceny Theft;Open or Active;Northern;Hayes Valley;37.776368868699294;-122.41950629492429
22/03/2023 16:30;22/03/2023;16:30;Wednesday;23/03/2023 18:31;Larceny Theft;Open or Active;Park;Hayes Valley;37.770451759416225;-122.428426181173
16/11/2022 18:00;16/11/2022;18:00;Wednesday;16/11/2022 22:37;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77802075980921;-122.42152069939276
23/03/2023 13:03;23/03/2023;13:03;Thursday;23/03/2023 13:31;Non-Criminal;Open or Active;Northern;Hayes Valley;37.77646430525107;-122.42626334607084
23/03/2023 18:35;23/03/2023;18:35;Thursday;23/03/2023 18:35;Other Miscellaneous;Open or Active;Northern;Hayes Valley;37.775997142169274;-122.42616739374448
23/03/2023 18:35;23/03/2023;18:35;Thursday;23/03/2023 18:35;Other Miscellaneous;Open or Active;Northern;Hayes Valley;37.775997142169274;-122.42616739374448
23/02/2023 00:01;23/02/2023;00:01;Thursday;23/03/2023 13:19;Other Offenses;Open or Active;Northern;Hayes Valley;37.776368868699294;-122.41950629492429
21/10/2022 20:30;21/10/2022;20:30;Friday;21/10/2022 22:38;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77455093061696;-122.42250219093546
28/09/2023 09:00;28/09/2023;09:00;Thursday;28/09/2023 09:45;Miscellaneous Investigation;Open or Active;Northern;Hayes Valley;37.772315845350185;-122.42880210298868
28/09/2023 20:30;28/09/2023;20:30;Thursday;29/09/2023 15:46;Motor Vehicle Theft;Open or Active;Northern;Hayes Valley;37.775925404688664;-122.4379898491121
28/09/2023 13:35;28/09/2023;13:35;Thursday;29/09/2023 17:04;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77303929797831;-122.4306290861244
24/03/2023 11:00;24/03/2023;11:00;Friday;24/03/2023 11:00;Other Offenses;Cite or Arrest Adult;Northern;Hayes Valley;37.774692659698076;-122.43264862280408
23/03/2023 18:00;23/03/2023;18:00;Thursday;24/03/2023 09:24;Other Miscellaneous;Cite or Arrest Adult;Northern;Hayes Valley;37.775997142169274;-122.42616739374448
23/03/2023 18:00;23/03/2023;18:00;Thursday;24/03/2023 09:24;Drug Offense;Cite or Arrest Adult;Northern;Hayes Valley;37.775997142169274;-122.42616739374448
24/03/2023 12:00;24/03/2023;12:00;Friday;24/03/2023 13:37;Larceny Theft;Open or Active;Northern;Hayes Valley;37.775205930166145;-122.43612896530242
24/03/2023 12:30;24/03/2023;12:30;Friday;24/03/2023 22:43;Fraud;Open or Active;Park;Hayes Valley;37.77117368265581;-122.43026080650851
23/03/2023 18:00;23/03/2023;18:00;Thursday;24/03/2023 09:24;Warrant;Cite or Arrest Adult;Northern;Hayes Valley;37.775997142169274;-122.42616739374448
02/05/2024 11:40;02/05/2024;11:40;Thursday;02/05/2024 16:06;Lost Property;Open or Active;Northern;Hayes Valley;37.77668762207031;-122.42451477050781
01/05/2024 03:11;01/05/2024;03:11;Wednesday;02/05/2024 16:55;Weapons Offense;Open or Active;Northern;Hayes Valley;37.77345657348633;-122.42736053466797
29/04/2024 07:30;29/04/2024;07:30;Monday;29/04/2024 10:52;Larceny Theft;Open or Active;Park;Hayes Valley;37.77199935913086;-122.4237289428711
26/04/2024 15:30;26/04/2024;15:30;Friday;27/04/2024 00:15;Lost Property;Open or Active;Park;Hayes Valley;37.77363586425781;-122.44092559814453
01/05/2024 18:30;01/05/2024;18:30;Wednesday;02/05/2024 08:37;Motor Vehicle Theft;Open or Active;Northern;Hayes Valley;37.77469253540039;-122.43264770507812
03/06/2024 05:06;03/06/2024;05:06;Monday;03/06/2024 05:11;Malicious Mischief;Open or Active;Northern;Hayes Valley;37.77531814575195;-122.42772674560547
29/09/2023 18:29;29/09/2023;18:29;Friday;29/09/2023 18:29;Disorderly Conduct;Open or Active;Northern;Hayes Valley;37.77354937574232;-122.43410901176355
30/09/2023 15:14;30/09/2023;15:14;Saturday;30/09/2023 15:32;Recovered Vehicle;Open or Active;Park;Hayes Valley;37.775925404688664;-122.4379898491121
30/09/2023 12:30;30/09/2023;12:30;Saturday;30/09/2023 18:07;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77728066447391;-122.43486377327054
29/09/2023 18:29;29/09/2023;18:29;Friday;29/09/2023 18:29;Offences Against The Family And Children;Open or Active;Northern;Hayes Valley;37.77354937574232;-122.43410901176355
29/09/2023 18:29;29/09/2023;18:29;Friday;29/09/2023 18:29;Disorderly Conduct;Open or Active;Northern;Hayes Valley;37.77354937574232;-122.43410901176355
30/09/2023 12:30;30/09/2023;12:30;Saturday;30/09/2023 13:26;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77541686019655;-122.43448332106492
26/03/2023 15:10;26/03/2023;15:10;Sunday;26/03/2023 17:04;Larceny Theft;Open or Active;Northern;Hayes Valley;37.7761378357141;-122.436318144307
25/03/2023 17:40;25/03/2023;17:40;Saturday;25/03/2023 17:51;Non-Criminal;Open or Active;Northern;Hayes Valley;37.77646430525107;-122.42626334607084
26/03/2023 13:00;26/03/2023;13:00;Sunday;26/03/2023 14:20;Larceny Theft;Open or Active;Northern;Hayes Valley;37.776550121530626;-122.43302850011361
18/03/2023 07:45;18/03/2023;07:45;Saturday;22/03/2023 10:39;Burglary;Open or Active;Northern;Hayes Valley;37.777349480706235;-122.42307323122641
01/03/2023 13:00;01/03/2023;13:00;Wednesday;26/03/2023 02:15;Motor Vehicle Theft;Open or Active;Northern;Hayes Valley;37.77625366680294;-122.42791371593532
22/03/2023 06:00;22/03/2023;06:00;Wednesday;22/03/2023 16:37;Larceny Theft;Open or Active;Northern;Hayes Valley;37.775205930166145;-122.43612896530242
14/03/2023 18:00;14/03/2023;18:00;Tuesday;23/03/2023 13:35;Malicious Mischief;Open or Active;Northern;Hayes Valley;37.77548653205515;-122.42269309431569
23/03/2023 19:00;23/03/2023;19:00;Thursday;24/03/2023 00:48;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77562608768549;-122.43282972923807
25/03/2023 17:40;25/03/2023;17:40;Saturday;25/03/2023 17:51;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77646430525107;-122.42626334607084
21/03/2023 11:20;21/03/2023;11:20;Tuesday;22/03/2023 13:14;Malicious Mischief;Open or Active;Northern;Hayes Valley;37.77303929797831;-122.4306290861244
25/03/2023 15:45;25/03/2023;15:45;Saturday;25/03/2023 15:52;Non-Criminal;Open or Active;Northern;Hayes Valley;37.77688352592902;-122.42297815011955
26/03/2023 13:03;26/03/2023;13:03;Sunday;26/03/2023 13:03;Recovered Vehicle;Open or Active;Northern;Hayes Valley;37.77646430525107;-122.42626334607084
21/03/2023 19:00;21/03/2023;19:00;Tuesday;23/03/2023 13:12;Malicious Mischief;Open or Active;Northern;Hayes Valley;37.77646430525107;-122.42626334607084
24/03/2023 12:30;24/03/2023;12:30;Friday;24/03/2023 14:41;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77562608768549;-122.43282972923807
23/03/2023 08:00;23/03/2023;08:00;Thursday;23/03/2023 13:02;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77709097125577;-122.42133043276547
24/03/2023 12:00;24/03/2023;12:00;Friday;25/03/2023 07:07;Larceny Theft;Open or Active;Northern;Hayes Valley;37.775205930166145;-122.43612896530242
23/03/2023 19:00;23/03/2023;19:00;Thursday;25/03/2023 10:04;Larceny Theft;Open or Active;Park;Hayes Valley;37.77091785292598;-122.42852017481844
03/03/2023 19:57;03/03/2023;19:57;Friday;23/03/2023 17:21;Malicious Mischief;Open or Active;Northern;Hayes Valley;37.77499194694682;-122.43779874819879
10/07/2023 11:00;10/07/2023;11:00;Monday;10/07/2023 12:28;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77562608768549;-122.43282972923807
01/10/2023 19:30;01/10/2023;19:30;Sunday;01/10/2023 20:02;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77502069532915;-122.42259804363691
27/03/2023 01:38;27/03/2023;01:38;Monday;27/03/2023 01:38;Traffic Violation Arrest;Cite or Arrest Adult;Northern;Hayes Valley;37.77313349122912;-122.43742294103188
27/03/2023 11:35;27/03/2023;11:35;Monday;27/03/2023 11:42;Robbery;Cite or Arrest Adult;Park;Hayes Valley;37.77050095978848;-122.43181093489922
26/03/2023 20:00;26/03/2023;20:00;Sunday;26/03/2023 20:46;Disorderly Conduct;Open or Active;Northern;Hayes Valley;37.772734311063964;-122.42551205721274
27/03/2023 01:38;27/03/2023;01:38;Monday;27/03/2023 01:38;Other Offenses;Open or Active;Northern;Hayes Valley;37.77210825726729;-122.43043391908799
27/03/2023 17:15;27/03/2023;17:15;Monday;27/03/2023 17:54;Non-Criminal;Open or Active;Northern;Hayes Valley;37.77163980667358;-122.43035456358812
26/03/2023 20:00;26/03/2023;20:00;Sunday;26/03/2023 20:46;Other Miscellaneous;Open or Active;Northern;Hayes Valley;37.772734311063964;-122.42551205721274
27/03/2023 11:35;27/03/2023;11:35;Monday;27/03/2023 11:42;Traffic Collision;Cite or Arrest Adult;Park;Hayes Valley;37.77050095978848;-122.43181093489922
27/03/2023 11:35;27/03/2023;11:35;Monday;27/03/2023 11:42;Other Miscellaneous;Cite or Arrest Adult;Park;Hayes Valley;37.77050095978848;-122.43181093489922
27/03/2023 01:38;27/03/2023;01:38;Monday;27/03/2023 01:38;Other Miscellaneous;Cite or Arrest Adult;Northern;Hayes Valley;37.77313349122912;-122.43742294103188
26/03/2023 08:00;26/03/2023;08:00;Sunday;27/03/2023 02:43;Larceny Theft;Open or Active;Northern;Hayes Valley;37.772734311063964;-122.42551205721274
24/03/2023 18:00;24/03/2023;18:00;Friday;27/03/2023 15:09;Motor Vehicle Theft;Open or Active;Park;Hayes Valley;37.77086854458143;-122.42513550957302
17/09/2023 20:00;17/09/2023;20:00;Sunday;17/09/2023 22:58;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77594986170828;-122.42278763487914
01/10/2023 10:00;01/10/2023;10:00;Sunday;01/10/2023 11:12;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77562608768549;-122.43282972923807
01/10/2023 12:30;01/10/2023;12:30;Sunday;01/10/2023 13:28;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77562608768549;-122.43282972923807
30/09/2023 07:39;30/09/2023;07:39;Saturday;30/09/2023 21:20;Other;Open or Active;Northern;Hayes Valley;37.77786244667798;-122.42654768756779
15/09/2023 23:00;15/09/2023;23:00;Friday;18/09/2023 08:45;Malicious Mischief;Open or Active;Northern;Hayes Valley;37.776368868699294;-122.41950629492429
01/10/2023 13:30;01/10/2023;13:30;Sunday;01/10/2023 15:21;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77675967691884;-122.43138442446295
17/09/2023 12:00;17/09/2023;12:00;Sunday;18/09/2023 09:23;Malicious Mischief;Open or Active;Northern;Hayes Valley;37.77562608768549;-122.43282972923807
01/10/2023 11:30;01/10/2023;11:30;Sunday;01/10/2023 12:07;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77562608768549;-122.43282972923807
02/05/2024 00:37;02/05/2024;00:37;Thursday;02/05/2024 00:43;Malicious Mischief;Open or Active;Northern;Hayes Valley;37.77615737915039;-122.42115020751953
02/05/2024 14:00;02/05/2024;14:00;Thursday;03/05/2024 18:35;Motor Vehicle Theft;Open or Active;Northern;Hayes Valley;37.77499008178711;-122.43779754638672
03/05/2024 08:30;03/05/2024;08:30;Friday;03/05/2024 08:38;Other Miscellaneous;Cite or Arrest Adult;Park;Hayes Valley;37.77363586425781;-122.44092559814453
30/04/2024 22:05;30/04/2024;22:05;Tuesday;01/05/2024 00:24;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77641677856445;-122.42288208007812
02/05/2024 00:37;02/05/2024;00:37;Thursday;02/05/2024 00:43;Other Miscellaneous;Open or Active;Northern;Hayes Valley;37.77615737915039;-122.42115020751953
03/05/2024 16:05;03/05/2024;16:05;Friday;03/05/2024 16:05;Forgery And Counterfeiting;Open or Active;Northern;Hayes Valley;37.772315979003906;-122.42880249023438
09/02/2023 00:00;09/02/2023;00:00;Thursday;28/03/2023 16:40;Fraud;Open or Active;Park;Hayes Valley;37.77035061756687;-122.42922462065675
09/02/2023 00:00;09/02/2023;00:00;Thursday;28/03/2023 16:40;Fraud;Open or Active;Park;Hayes Valley;37.77035061756687;-122.42922462065675
25/03/2023 14:40;25/03/2023;14:40;Saturday;26/03/2023 09:46;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77569523157464;-122.42105326145904
12/03/2023 18:30;12/03/2023;18:30;Sunday;27/03/2023 11:16;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77874737106934;-122.42335402580974
27/03/2023 20:00;27/03/2023;20:00;Monday;28/03/2023 04:59;Motor Vehicle Theft;Open or Active;Park;Hayes Valley;37.76939226074814;-122.43024736196624
24/03/2023 18:00;24/03/2023;18:00;Friday;28/03/2023 10:01;Motor Vehicle Theft;Open or Active;Northern;Hayes Valley;37.772734311063964;-122.42551205721274
27/03/2023 07:20;27/03/2023;07:20;Monday;28/03/2023 09:48;Suspicious Occ;Open or Active;Park;Hayes Valley;37.77571358981224;-122.43965650508086
03/05/2024 16:05;03/05/2024;16:05;Friday;03/05/2024 16:05;Embezzlement;Open or Active;Northern;Hayes Valley;37.772315979003906;-122.42880249023438
19/03/2024 13:00;19/03/2024;13:00;Tuesday;03/05/2024 18:46;Missing Person;Open or Active;Northern;Hayes Valley;37.77709197998047;-122.42133331298828
24/04/2024 11:00;24/04/2024;11:00;Wednesday;01/05/2024 16:16;Lost Property;Open or Active;Northern;Hayes Valley;37.77397155761719;-122.43082427978516
03/05/2024 08:31;03/05/2024;08:31;Friday;03/05/2024 08:31;Other Miscellaneous;Cite or Arrest Adult;Park;Hayes Valley;37.77363586425781;-122.44092559814453
02/05/2024 20:30;02/05/2024;20:30;Thursday;03/05/2024 09:35;Larceny Theft;Open or Active;Northern;Hayes Valley;37.7755241394043;-122.42607116699219
30/04/2024 22:05;30/04/2024;22:05;Tuesday;30/04/2024 22:39;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77641677856445;-122.42288208007812
30/04/2024 23:00;30/04/2024;23:00;Tuesday;01/05/2024 07:38;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77641677856445;-122.42288208007812
29/04/2024 07:40;29/04/2024;07:40;Monday;30/04/2024 16:03;Larceny Theft;Open or Active;Northern;Hayes Valley;37.7763671875;-122.41950988769531
01/10/2023 17:48;01/10/2023;17:48;Sunday;01/10/2023 17:51;Assault;Open or Active;Northern;Hayes Valley;37.77210825726729;-122.43043391908799
01/10/2023 17:48;01/10/2023;17:48;Sunday;01/10/2023 17:51;Robbery;Open or Active;Northern;Hayes Valley;37.77210825726729;-122.43043391908799
15/09/2023 23:59;15/09/2023;23:59;Friday;02/10/2023 03:25;Malicious Mischief;Open or Active;Northern;Hayes Valley;37.77713966088547;-122.42471756397674
02/10/2023 12:57;02/10/2023;12:57;Monday;02/10/2023 12:57;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77562608768549;-122.43282972923807
02/10/2023 20:15;02/10/2023;20:15;Monday;02/10/2023 20:57;Disorderly Conduct;Open or Active;Northern;Hayes Valley;37.77675967691884;-122.43138442446295
29/09/2023 12:30;29/09/2023;12:30;Friday;02/10/2023 14:48;Assault;Open or Active;Northern;Hayes Valley;37.77447581578295;-122.43429428557832
18/09/2023 10:00;18/09/2023;10:00;Monday;02/10/2023 11:04;Larceny Theft;Open or Active;Northern;Hayes Valley;37.77475982065911;-122.42085915076044
30/10/2023 00:00;30/10/2023;00:00;Monday;31/10/2023 14:47;Malicious Mischief;Open or Active;Northern;Hayes Valley;37.77781524516056;-122.42316555401516
08/06/2021 20:50;08/06/2021;20:50;Tuesday;11/06/2021 09:02;Assault;Open or Active;Richmond;Inner Richmond;37.781160260651106;-122.46106282968253
27/09/2021 17:30;27/09/2021;17:30;Monday;27/09/2021 17:30;Non-Criminal;Open or Active;Richmond;Inner Richmond;37.779090726308574;-122.46414497098554
15/11/2021 14:19;15/11/2021;14:19;Monday;15/11/2021 14:24;Non-Criminal;Open or Active;Richmond;Inner Richmond;37.779090726308574;-122.46414497098554
21/01/2022 23:34;21/01/2022;23:34;Friday;21/01/2022 23:34;Assault;Cite or Arrest Adult;Richmond;Inner Richmond;37.78076873794362;-122.46962703232886
05/03/2022 22:50;05/03/2022;22:50;Saturday;05/03/2022 22:50;Non-Criminal;Open or Active;Richmond;Inner Richmond;37.7789457958522;-122.4673540114583
05/03/2022 17:13;05/03/2022;17:13;Saturday;05/03/2022 17:14;Assault;Cite or Arrest Adult;Richmond;Inner Richmond;37.779186711053285;-122.46200237105852
17/04/2022 03:05;17/04/2022;03:05;Sunday;17/04/2022 03:13;Assault;Open or Active;Richmond;Inner Richmond;37.77738032456536;-122.4607963421444
02/08/2022 00:01;02/08/2022;00:01;Tuesday;04/08/2022 17:53;Missing Person;Open or Active;Richmond;Inner Richmond;37.77541790713273;-122.46280475239674
29/09/2023 12:02;29/09/2023;12:02;Friday;29/09/2023 12:12;Suspicious Occ;Open or Active;Richmond;Inner Richmond;37.77507656419416;-122.47029790442133
28/09/2023 21:50;28/09/2023;21:50;Thursday;29/09/2023 13:03;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.77923467876185;-122.4609312697072
21/03/2023 11:40;21/03/2023;11:40;Tuesday;21/03/2023 13:35;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.78303833763175;-122.46227876714518
23/03/2023 19:00;23/03/2023;19:00;Thursday;23/03/2023 22:19;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.78298920316836;-122.46335052668974
23/03/2023 14:00;23/03/2023;14:00;Thursday;23/03/2023 15:08;Non-Criminal;Open or Active;Richmond;Inner Richmond;37.786437146284236;-122.47004374790436
07/02/2023 19:15;07/02/2023;19:15;Tuesday;18/02/2023 12:59;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.777282734052214;-122.46294079022017
22/03/2023 00:01;22/03/2023;00:01;Wednesday;22/03/2023 08:37;Malicious Mischief;Open or Active;Richmond;Inner Richmond;37.78672157885291;-122.46361794420464
22/03/2023 13:16;22/03/2023;13:16;Wednesday;22/03/2023 13:16;Other;Open or Active;Richmond;Inner Richmond;37.780924586111794;-122.46642690396865
29/09/2023 09:10;29/09/2023;09:10;Friday;29/09/2023 11:30;Fraud;Open or Active;Richmond;Inner Richmond;37.78101892065425;-122.46427917113807
29/09/2023 11:51;29/09/2023;11:51;Friday;29/09/2023 12:04;Miscellaneous Investigation;Open or Active;Richmond;Inner Richmond;37.78313648723007;-122.46013720023512
29/09/2023 02:48;29/09/2023;02:48;Friday;29/09/2023 03:27;Arson;Open or Active;Richmond;Inner Richmond;37.78087971382918;-122.46748765384258
29/09/2023 09:10;29/09/2023;09:10;Friday;29/09/2023 11:30;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.78101892065425;-122.46427917113807
24/03/2023 16:25;24/03/2023;16:25;Friday;24/03/2023 17:41;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.781160260651106;-122.46106282968253
24/03/2023 14:05;24/03/2023;14:05;Friday;24/03/2023 14:07;Non-Criminal;Open or Active;Richmond;Inner Richmond;37.780924586111794;-122.46642690396865
15/03/2023 00:00;15/03/2023;00:00;Wednesday;23/03/2023 17:00;Non-Criminal;Open or Active;Richmond;Inner Richmond;37.779090726308574;-122.46414497098554
13/01/2023 19:22;13/01/2023;19:22;Friday;24/03/2023 18:25;Suspicious Occ;Open or Active;Richmond;Inner Richmond;37.78471552180496;-122.46669444455775
15/03/2023 00:00;15/03/2023;00:00;Wednesday;23/03/2023 17:00;Non-Criminal;Open or Active;Richmond;Inner Richmond;37.779090726308574;-122.46414497098554
15/03/2023 00:00;15/03/2023;00:00;Wednesday;23/03/2023 17:00;Recovered Vehicle;Open or Active;Richmond;Inner Richmond;37.779090726308574;-122.46414497098554
24/03/2023 19:45;24/03/2023;19:45;Friday;24/03/2023 20:50;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.782750916241895;-122.46870448273314
18/10/2022 00:00;18/10/2022;00:00;Tuesday;24/03/2023 09:00;Suspicious Occ;Open or Active;Richmond;Inner Richmond;37.78672157885291;-122.46361794420464
29/04/2024 00:00;29/04/2024;00:00;Monday;02/05/2024 15:06;Lost Property;Open or Active;Richmond;Inner Richmond;37.780723571777344;-122.47071838378906
02/05/2024 04:42;02/05/2024;04:42;Thursday;02/05/2024 04:57;Burglary;Open or Active;Richmond;Inner Richmond;37.785404205322266;-122.46137237548828
02/05/2024 00:04;02/05/2024;00:04;Thursday;02/05/2024 00:04;Recovered Vehicle;Open or Active;Richmond;Inner Richmond;37.78318786621094;-122.45899963378906
02/05/2024 04:42;02/05/2024;04:42;Thursday;02/05/2024 04:57;Burglary;Open or Active;Richmond;Inner Richmond;37.785404205322266;-122.46137237548828
02/05/2024 04:42;02/05/2024;04:42;Thursday;02/05/2024 04:57;Burglary;Open or Active;Richmond;Inner Richmond;37.785404205322266;-122.46137237548828
30/09/2023 14:50;30/09/2023;14:50;Saturday;30/09/2023 15:03;Malicious Mischief;Open or Active;Richmond;Inner Richmond;37.77522282820805;-122.46708629614174
27/09/2023 18:00;27/09/2023;18:00;Wednesday;27/09/2023 18:42;Non-Criminal;Open or Active;Richmond;Inner Richmond;37.779090726308574;-122.46414497098554
07/08/2023 00:00;07/08/2023;00:00;Monday;30/09/2023 13:48;Fraud;Open or Active;Richmond;Inner Richmond;37.773895252948684;-122.4616197560561
23/03/2023 18:40;23/03/2023;18:40;Thursday;23/03/2023 20:28;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.782802248999005;-122.46762910232071
25/03/2023 18:05;25/03/2023;18:05;Saturday;25/03/2023 18:10;Malicious Mischief;Open or Active;Richmond;Inner Richmond;37.77532094545078;-122.46494209192046
22/03/2023 10:00;22/03/2023;10:00;Wednesday;26/03/2023 12:19;Miscellaneous Investigation;Open or Active;Park;Inner Richmond;37.786437146284236;-122.47004374790436
17/02/2023 12:57;17/02/2023;12:57;Friday;17/02/2023 12:57;Larceny Theft;Cite or Arrest Adult;Richmond;Inner Richmond;37.783087441092704;-122.46120747577554
23/03/2023 03:13;23/03/2023;03:13;Thursday;24/03/2023 22:07;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.77880061054779;-122.47056761773946
25/03/2023 19:00;25/03/2023;19:00;Saturday;26/03/2023 16:07;Burglary;Open or Active;Richmond;Inner Richmond;37.77742986135628;-122.45972482290577
24/03/2023 20:15;24/03/2023;20:15;Friday;24/03/2023 21:45;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.782750916241895;-122.46870448273314
23/03/2023 18:00;23/03/2023;18:00;Thursday;24/03/2023 18:35;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.77899393210365;-122.46628810137618
